id,title,type,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm461349,Stars in the Sky: A Hunting Story,MOVIE,2018,69,documentation',US',NA,tt10078502,7.2,343,1.837,5.5
tm425748,Cook Off,MOVIE,2017,116,"romance', 'comedy'",ZW',NA,tt7981318,6,354,1.537,6.1
tm411257,Kevin James: Never Don't Give Up,MOVIE,2018,62,comedy',US',NA,tt8324578,6.2,1468,3.783,6.3
tm403197,Heaven Without People,MOVIE,2017,91,drama',LB',NA,tt7583280,7.6,1253,1.401,7
tm368729,My Birthday Song,MOVIE,2018,95,thriller',IN',NA,tt4907094,5.6,282,0.712,5.5
tm138667,Taramani,MOVIE,2017,150,"drama', 'romance'",IN',NA,tt4328934,7.5,1639,2.616,6.6
tm314272,Love.com,MOVIE,2017,92,"romance', 'comedy'",BR',NA,tt5635808,5.8,757,5.452,6.8
tm436266,Born Racer,MOVIE,2018,88,"action', 'drama', 'documentation'",NZ',NA,tt6936350,6.1,262,1.917,7.7
tm447750,Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,22,"animation', 'comedy'",JP',NA,,NA,NA,3.852,7.5
tm432313,Manu,MOVIE,2018,182,"thriller', 'romance'",IN',NA,tt6615648,7.6,1081,1.4,7
tm433215,Exes Baggage,MOVIE,2018,104,"drama', 'romance'",PH',NA,tt8835552,6.4,269,2.271,8.2
tm408781,Teefa in Trouble,MOVIE,2018,155,"drama', 'comedy', 'action', 'crime', 'romance'",PK',NA,tt8043306,7,3659,3.176,7.6
tm429186,Up Among the Stars,MOVIE,2018,86,"drama', 'european'",ES',NA,tt6984530,6.2,498,4.367,5.6
tm459024,Food on the Go,MOVIE,2017,66,"documentation', 'european'","IT', 'AR'",NA,tt7321504,6.3,215,1.568,6
tm411288,Nigerian Prince,MOVIE,2018,104,"thriller', 'drama', 'crime'","NG', 'US'",NA,tt6851966,5.7,397,2.91,5.4
ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,44,"drama', 'romance'",TH',1,tt10438662,6.6,202,3.473,8.2
ts82500,Treehouse Detectives,SHOW,2018,24,animation',,3,tt8591984,7.6,92,1.382,8.5
tm481188,Isoken,MOVIE,2017,100,"romance', 'comedy', 'drama'",NG',NA,tt6685776,6.4,322,2.263,4.7
tm851055,God Calling,MOVIE,2018,120,drama',,NA,,NA,NA,1.81,9
ts83820,The Judgement,SHOW,2018,48,"drama', 'crime'",TH',1,tt8866904,7.1,97,1.429,7.7
tm313472,The Lost Brother,MOVIE,2017,112,"thriller', 'crime', 'drama', 'european'",AR',NA,tt6522634,6.5,1710,4.703,6.9
tm430057,Weapon of Choice,MOVIE,2018,90,"documentation', 'european'","AT', 'IQ', 'US'",NA,tt7683350,4.8,162,1.283,5.2
tm316744,Lucas Brothers: On Drugs,MOVIE,2017,49,comedy',US',NA,tt6218048,5.7,837,2.445,5.2
tm361312,A StoryBots Christmas,MOVIE,2017,25,"animation', 'comedy', 'family', 'fantasy'",US',NA,tt7018722,5.8,160,3.828,6.2
ts84372,YG Future Strategy Office,SHOW,2018,26,comedy',KR',1,tt8129694,6.7,209,2.519,7.1
tm407349,The Birth Reborn 2,MOVIE,2018,91,documentation',BR',NA,tt16114198,6.6,5,1.4,5.8
tm327951,The Doll 2,MOVIE,2017,116,"horror', 'thriller'",ID',NA,tt6409782,5.1,550,5.769,5.6
tm447261,Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,58,"drama', 'comedy', 'family'",US',NA,tt9315418,6.6,5637,10.23,6.9
tm321149,Fishtronaut: The Movie,MOVIE,2018,88,"animation', 'action', 'family'",BR',NA,tt7804254,7.5,73,6.934,8
tm684591,Freej Al Taibeen,MOVIE,2018,100,"comedy', 'sport'",AE',NA,tt10078900,5.8,9,0.644,2
tm360618,The Trader,MOVIE,2018,23,documentation',GE',NA,tt10455716,NA,NA,7.621,6.7
tm197806,For Here or to Go?,MOVIE,2017,105,"comedy', 'drama'",US',NA,tt4157510,6.7,628,1.398,7
tm404449,Ayotzinapa: The Turtle's Pace,MOVIE,2018,80,documentation',MX',NA,tt8219520,7.4,206,1.302,6.6
tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,2017,66,"comedy', 'documentation'",XX',NA,tt7582798,4.5,164,1.615,5.1
tm412515,Coffee for All,MOVIE,2017,69,"documentation', 'european'","AR', 'IT'",NA,tt6721132,5.6,398,1.902,5.8
tm415938,No One Will Ever Know,MOVIE,2018,102,drama',MX',NA,tt8251336,6.2,135,1.751,5.7
tm364417,Fanatyk,MOVIE,2017,33,"drama', 'comedy'",PL',NA,,NA,NA,2.157,6.7
tm344562,Listen,MOVIE,2017,109,"drama', 'romance'",LB',NA,tt6350558,6.6,230,0.6,8
tm317274,Can't Help Falling in Love,MOVIE,2017,119,"romance', 'comedy', 'drama'",PH',NA,tt6725484,6.9,902,2.812,7.6
tm444257,Genius,MOVIE,2018,98,,IN',NA,,NA,NA,2.014,6.5
tm1073482,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,MOVIE,2018,86,,,NA,,NA,NA,1.133,10
tm348845,Marc Maron: Too Real,MOVIE,2017,70,comedy',US',NA,tt7335938,7.2,1943,2.996,6.8
tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,84,"animation', 'comedy'",CA',NA,tt5433884,5.1,456,6.488,5.6
tm434676,Joe Rogan: Strange Times,MOVIE,2018,63,comedy',US',NA,tt9017614,7.3,4357,2.777,7.1
tm346867,Lynne Koplitz: Hormonal Beast,MOVIE,2017,51,comedy',US',NA,tt6892388,6.3,431,2.105,5.6
ts84341,What She Put on the Table,SHOW,2017,85,drama',TW',1,tt7073222,7.3,30,2.319,1
tm319127,Vir Das: Abroad Understanding,MOVIE,2017,65,comedy',"IN', 'US'",NA,tt6822400,6.9,1710,2.464,6.9
ts83663,A Taiwanese Tale of Two Cities,SHOW,2018,69,drama',TW',2,tt8893498,6.1,159,1.4,8
ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,30,"animation', 'family', 'music'",,1,tt11456582,4.2,9,0.899,NA
tm349140,Joaquín Reyes: Una y no más,MOVIE,2017,77,comedy',,NA,tt20424818,NA,NA,0.927,6
tm416458,The Insomnia Club,MOVIE,2018,84,"comedy', 'drama'",MX',NA,tt6719840,6.2,501,2.128,6.3
tm409376,Pickpockets,MOVIE,2018,100,"crime', 'drama', 'thriller'",CO',NA,tt7527694,5.4,1192,9.362,5.1
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,33,"comedy', 'drama'",MX',1,tt8498114,6.5,824,5.086,7.8
tm430660,Munafik 2,MOVIE,2018,104,horror',MY',NA,tt7059506,5.5,1685,3.906,5.7
tm447263,Super Monsters and the Wish Star,MOVIE,2018,27,"comedy', 'family', 'animation', 'fantasy'",US',NA,,NA,NA,2.203,5.2
ts272185,Running Man,SHOW,2017,11,"comedy', 'animation'",KR',1,tt11256118,8.5,36,0.6,NA
tm421161,W. Kamau Bell: Private School Negro,MOVIE,2018,65,comedy',US',NA,tt8467788,6.4,789,1.353,6.3
tm347060,Poster Boys,MOVIE,2017,128,comedy',IN',NA,tt6352548,5.4,1553,3.588,5.4
tm478147,The Lost Café,MOVIE,2018,76,"drama', 'comedy'","NG', 'NO'",NA,tt7371662,7,28,1.4,5
ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,46,"drama', 'comedy'",JP',1,tt6866914,6.8,78,1.342,5
tm374656,Zion,MOVIE,2018,10,"documentation', 'drama'",US',NA,tt4315044,NA,NA,6.126,6.5
tm430059,The Hows of Us,MOVIE,2018,117,"drama', 'romance', 'comedy'",PH',NA,tt8769032,6.7,2708,3.409,6.7
tm434179,Two Catalonias,MOVIE,2018,116,"documentation', 'history', 'european'",ES',NA,tt8893608,6.4,677,5.288,6.6
tm443073,"Out of Many, One",MOVIE,2018,35,documentation',US',NA,,NA,NA,1.833,5.8
tm445258,Marriage Palace,MOVIE,2018,102,comedy',XX',NA,tt8852242,6.2,184,0.84,7
ts81632,A House of Blocks,SHOW,2017,85,"drama', 'horror'",TW',1,tt7053684,2.3,137,1.772,8.3
tm346334,Out of Thin Air,MOVIE,2017,85,"crime', 'documentation'","IS', 'GB'",NA,tt6330514,6.3,2304,3.187,6.1
ts113031,Droppin' Cash: Los Angeles,SHOW,2018,23,reality',,2,tt7983796,3.4,117,1.274,5.5
tm294696,Bygones Be Bygones,MOVIE,2017,103,comedy',TR',NA,tt6318200,6.2,4054,1.827,5.4
ts236619,Loo Loo Kids Johny & Friends Musical Adventure,SHOW,2018,3,,US',1,,NA,NA,0.917,10
tm332500,Finally Found Someone,MOVIE,2017,118,"comedy', 'romance'",PH',NA,tt7151438,5.7,233,4.359,6.2
tm325610,Chris D'Elia: Man on Fire,MOVIE,2017,65,"comedy', 'documentation'",US',NA,tt7068896,6.5,1729,3.004,6.2
ts83025,Baby Ballroom,SHOW,2017,45,documentation',,2,tt8159960,7.7,206,1.28,8
tm351505,The Reservoir Game,MOVIE,2017,100,documentation',KR',NA,tt7867724,6,35,1.569,8.8
tm423315,Pacíficum,MOVIE,2017,74,documentation',PE',NA,tt8026108,6.5,128,1.119,5.5
tm423593,Aruna & Her Palate,MOVIE,2018,106,"drama', 'romance'",ID',NA,tt8894180,7.2,770,2.302,6.6
tm434126,Rafinha Bastos: Ultimatum,MOVIE,2018,62,comedy',BR',NA,tt9038520,6.5,219,2.044,6.8
ts87591,Justice: Qalb Al Adala,SHOW,2017,42,"drama', 'crime'",US',1,tt3328398,5.4,160,0.6,7.2
tm332572,Meghnadbodh Rohoshyo,MOVIE,2017,122,thriller',IN',NA,tt6791638,6.3,510,1.923,5.4
tm411508,Mahi NRI,MOVIE,2017,132,"drama', 'comedy'",IN',NA,tt5910902,6,84,1.21,2
tm439678,Solo el amor,MOVIE,2018,93,"drama', 'romance', 'music', 'comedy'",AR',NA,tt8438438,4.8,71,5.549,5.3
tm311193,Seeking a Man,MOVIE,2017,100,"romance', 'comedy', 'drama'",EG',NA,tt6539420,6.3,631,1.676,6.4
tm430426,El Diesel,MOVIE,2018,105,"crime', 'thriller', 'action'",EG',NA,tt7906422,4.5,455,2.001,6.1
tm418894,Franco Escamilla: Por La Anécdota,MOVIE,2018,66,comedy',MX',NA,tt8467922,6.9,320,14.563,9
ts58061,Memories of Love,SHOW,2018,44,"drama', 'romance'",CN',1,tt8246636,5.7,17,5.027,2.7
ts75320,A Boy Named Flora A,SHOW,2017,89,"drama', 'comedy'",TW',2,tt6284014,7.9,323,1.699,7
ts119220,The Hollywood Masters,SHOW,2017,34,documentation',US',3,tt7178034,7.2,87,0.6,NA
tm446104,Fantastica,MOVIE,2018,114,"comedy', 'fantasy'",PH',NA,tt9270416,3.6,212,1.882,6.1
tm352951,Smaller and Smaller Circles,MOVIE,2017,111,"crime', 'thriller'",PH',NA,tt7512304,6.7,239,1.444,6.2
tm354136,"El Especial de Alex Fernández, el Especial",MOVIE,2017,52,comedy',MX',NA,tt7520228,6.7,74,0.954,6.7
tm447514,Vir Das: Losing It,MOVIE,2018,67,comedy',US',NA,tt9315848,7,1254,2.349,7.6
tm374395,Vanjagar Ulagam,MOVIE,2018,161,"thriller', 'action', 'crime', 'drama'",IN',NA,tt7933564,6.1,258,1.4,4.8
tm376844,Penalty Kick,MOVIE,2018,89,comedy',"MX', 'CO'",NA,tt8007436,3.7,283,5.405,5.3
tm426238,Pulang,MOVIE,2018,120,"romance', 'drama', 'action'",MY',NA,tt8595708,6.7,594,2.151,5.9
tm346390,Brad Paisley's Comedy Rodeo,MOVIE,2017,63,comedy',US',NA,tt6794448,5.7,155,1.4,6.5
ts104093,Dance & Sing With True,SHOW,2018,2,"family', 'animation'",CA',1,tt9315892,6.4,6,0.84,10
ts82887,The Could've-Gone-All-the-Way Committee,SHOW,2018,24,"comedy', 'drama'",JP',1,tt8499662,6.8,104,1.875,6.5
tm369315,Garbage,MOVIE,2018,105,"thriller', 'drama'",IN',NA,tt7981260,3.7,1016,1.112,4.2
tm320756,Tracy Morgan: Staying Alive,MOVIE,2017,60,comedy',XX',NA,tt6680270,6.3,1206,2.077,6.4
ts83407,Follow This,SHOW,2018,18,documentation',US',3,tt8560884,4.9,711,0.902,6
tm345225,Gurgaon,MOVIE,2017,107,"crime', 'thriller'",IN',NA,tt4699202,6.5,2216,2.95,5
tm408257,Todo lo que sería Lucas Lauriente,MOVIE,2018,74,comedy',"AR', 'US'",NA,tt7607452,6.7,110,0.739,7.5
tm371188,#FriendButMarried,MOVIE,2018,102,"romance', 'comedy', 'drama'",ID',NA,tt8076266,6.8,714,1.257,6.7
tm429174,Gun City,MOVIE,2018,127,"thriller', 'action', 'crime', 'history', 'european'","ES', 'FR'",NA,tt7104984,6.3,3895,6.61,6.4
tm362047,Todd Barry: Spicy Honey,MOVIE,2017,60,comedy',US',NA,tt6856186,6.8,855,2.682,7.3
tm351171,My Travel Buddy,MOVIE,2017,115,comedy',TR',NA,tt7535792,6.1,6747,6.46,5.7
tm434776,Mo Amer: The Vagabond,MOVIE,2018,56,"comedy', 'documentation'",US',NA,tt9060526,7.3,838,2.374,5.7
tm444576,Puppy Star Christmas,MOVIE,2018,90,"family', 'comedy'",US',NA,tt8861786,3.6,249,4.446,5.7
tm814861,Noblemen,MOVIE,2018,108,drama',IN',NA,tt6514218,5.6,300,1.706,6
tm431214,Back to Q82,MOVIE,2017,105,"scifi', 'action', 'comedy'",KW',NA,tt6225842,6.1,104,1.144,NA
tm363181,Ladies First,MOVIE,2017,39,"documentation', 'comedy', 'romance'",IN',NA,tt4389410,3.9,25,5.889,7.5
ts86360,Pretty Man,SHOW,2018,35,family',CN',2,,NA,NA,3.328,8.5
tm466084,Voulez-vous rire avec moi ce soir?,MOVIE,2018,93,"documentation', 'european'",FR',NA,tt8413624,6.8,43,0.973,9.3
tm413082,Recovery Boys,MOVIE,2018,90,documentation',US',NA,tt8167872,6.7,720,5.645,6.6
tm449860,King of Boys,MOVIE,2018,169,"drama', 'crime'",NG',NA,tt8329618,5.8,423,4.754,6.6
tm463592,Little Miss Sumo,MOVIE,2018,18,documentation',"JP', 'GB'",NA,,NA,NA,27.973,5.8
tm431169,Late Life: The Chien-Ming Wang Story,MOVIE,2018,97,"documentation', 'sport'","TW', 'US'",NA,tt8234502,7.1,474,2.624,6.3
tm835357,A 3 Minute Hug,MOVIE,2018,28,documentation',MX',NA,,NA,NA,3.15,6.4
tm428982,Son Of Adam,MOVIE,2018,109,"drama', 'thriller'",EG',NA,,NA,NA,1.4,6
tm476959,What Did I Mess,MOVIE,2018,100,"comedy', 'romance'",LB',NA,tt9163340,7.1,701,0.749,6
tm458074,"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,2018,79,comedy',BR',NA,tt9234638,4.9,22,1.157,5
tm353791,Seven Sundays,MOVIE,2017,128,"drama', 'comedy'",PH',NA,tt7502214,7.6,467,3.214,8.6
tm246330,Pandigai,MOVIE,2017,150,"romance', 'action', 'thriller'",IN',NA,tt7087944,6.3,285,1.211,6.5
tm426994,Brij Mohan Amar Rahe!,MOVIE,2018,100,"comedy', 'drama', 'crime'",IN',NA,tt6514010,6.9,3783,1.703,5.3
tm364769,Pahuna: The Little Visitors,MOVIE,2017,138,drama',"NP', 'IN'",NA,tt6940696,7.5,403,2.346,8.1
tm442354,Adhugo,MOVIE,2018,110,drama',IN',NA,tt7822454,5.9,68,0.925,7
tm423802,Luciano Mellera: Infantiloide,MOVIE,2018,66,"comedy', 'drama', 'crime'",AR',NA,tt7607400,7.5,1517,2.501,7.4
tm426367,Coco y Raulito: Carrusel de ternura,MOVIE,2018,56,comedy',MX',NA,tt7607498,6.6,40,0.976,7
tm312738,Jindua,MOVIE,2017,140,"romance', 'family'",IN',NA,tt5917052,6.3,283,1.094,9.3
tm358746,A Witches' Ball,MOVIE,2017,90,"fantasy', 'comedy', 'family'",CA',NA,tt5814408,5.1,386,5.151,6.7
tm416341,HiGH&LOW The Movie 3: Final Mission,MOVIE,2017,118,"drama', 'action'",JP',NA,tt7624932,7.1,656,5.265,6.4
tm368448,Eve's Apple,MOVIE,2017,90,"documentation', 'european'",ES',NA,tt7388694,5.8,87,1.65,6.5
tm420311,Ana e Vitória,MOVIE,2018,115,"romance', 'comedy', 'music'",BR',NA,tt8583378,6.4,610,6.488,7.2
tm316658,Frat Star,MOVIE,2017,85,"drama', 'comedy'",US',NA,tt5117484,3.6,677,4.049,4.9
tm325650,King of Peking,MOVIE,2017,88,"drama', 'comedy'","AU', 'US', 'CN'",NA,tt6406976,6.4,368,1.549,6.2
tm424162,Secrets in the Hot Spring,MOVIE,2018,109,"horror', 'comedy'",TW',NA,tt8587122,6,774,4.289,6.6
tm368350,Jonaki,MOVIE,2018,96,"fantasy', 'drama', 'european'","FR', 'IN', 'SG'",NA,tt6346982,6.8,255,0.905,6.2
tm438105,Into the Wind,MOVIE,2018,76,"drama', 'european'",CZ',NA,tt8476276,4.1,49,1.278,4.5
tm373864,Agustín Aristarán: Soy Rada,MOVIE,2018,60,comedy',AR',NA,tt8004552,6.2,126,0.745,5.5
tm323300,Joshua: Teenager vs. Superpower,MOVIE,2017,78,documentation',US',NA,tt6333072,7.3,1554,3.08,7.2
tm422510,Al-Khawaga's Dilemma,MOVIE,2018,110,drama',EG',NA,,NA,NA,0.946,6
tm327619,Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,2017,62,comedy',IN',NA,tt7127976,4.3,333,1.858,4.6
tm407881,Fary Is the New Black,MOVIE,2018,74,"comedy', 'european'",FR',NA,tt8201924,5.8,136,3.585,6.844
tm440208,Hadithi za Kumekucha: Fatuma,MOVIE,2018,85,drama',TZ',NA,tt8329296,7.7,13,1.4,NA
tm435333,DTC –Yukemuri Junjo Hen– from HiGH&LOW,MOVIE,2018,102,"comedy', 'drama'",JP',NA,tt9765900,7,63,1.833,1
tm367105,Alejandro Riaño: Especial de stand up,MOVIE,2018,60,comedy',CO',NA,tt7607558,4.9,69,1.47,5
tm1118527,Shiva VS Autobots,MOVIE,2018,79,,,NA,,NA,NA,0.626,NA
tm307698,My Ex & Whys,MOVIE,2017,120,"romance', 'drama'",PH',NA,tt6544850,6,573,2.605,6.3
tm373134,Night of Knots,MOVIE,2018,100,comedy',TR',NA,tt8045670,5.4,1300,1.4,3.6
tm352642,Bonboné,MOVIE,2018,15,"comedy', 'drama'","LB', 'PS'",NA,,NA,NA,0.899,1
tm446558,Hedefim Sensin,MOVIE,2018,105,comedy',TR',NA,tt8493514,6.2,4459,2.292,5.6
tm336227,Catching Feelings,MOVIE,2017,115,"romance', 'comedy', 'drama'",ZA',NA,tt5827360,5.8,552,2.703,4.4
tm242887,Sei,MOVIE,2018,128,"drama', 'romance', 'thriller', 'action', 'crime'",IN',NA,tt5820544,4.2,67,1.09,4.3
tm413266,Pup Star: World Tour,MOVIE,2018,87,"music', 'comedy', 'family'","JP', 'US', 'CA'",NA,tt7322864,3.8,208,4.533,5.7
tm1063790,A Man for The Weekend,MOVIE,2017,94,"romance', 'comedy'",CM',NA,tt15007420,4.5,13,1.036,2
tm438423,For the Broken Hearted,MOVIE,2018,92,drama',PH',NA,tt9074344,6.7,95,1.189,2
tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,58,"music', 'documentation'",US',NA,tt9046560,6.5,786,1.705,6.5
tm1223999,Motu Patlu in Dragon World,MOVIE,2017,78,"comedy', 'animation'",,NA,tt20783648,NA,NA,NA,NA
tm376421,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,124,action',JP',NA,tt7099076,7.1,396,3.198,7.7
tm411649,Thug Life,MOVIE,2017,134,"comedy', 'drama'",IN',NA,tt9537072,5.7,48,2.018,NA
tm364525,Beat Bugs: All Together Now,MOVIE,2017,50,animation',US',NA,,NA,NA,2.312,5.5
tm328041,Doob,MOVIE,2017,102,drama',"BD', 'IN'",NA,tt5513920,6.1,1898,2.191,5.7
tm445852,Three Words to Forever,MOVIE,2018,106,"drama', 'family', 'comedy', 'romance'",XX',NA,tt9248252,6.8,110,2.04,10
tm479734,Table Manners,MOVIE,2018,105,"comedy', 'drama'","CA', 'ZA'",NA,tt7385538,5.1,43,0.972,NA
tm438005,First Love,MOVIE,2018,122,"drama', 'romance'",PH',NA,tt9060390,5.9,150,1.743,5.9
tm436704,Super Monsters Save Halloween,MOVIE,2018,24,"animation', 'family'",US',NA,tt9085726,5.4,27,2.752,7.3
tm348191,Love You to the Stars and Back,MOVIE,2017,111,"drama', 'romance', 'comedy'",PH',NA,tt7127344,7.4,542,3.14,8.1
tm701033,Na stojáka v kině,MOVIE,2018,90,comedy',CZ',NA,tt10515548,5,8,0.615,NA
tm1223783,Motu Patlu: Mission Moon,MOVIE,2018,71,"animation', 'comedy'",,NA,tt20764708,NA,NA,NA,NA
tm469399,Music Teacher,MOVIE,2018,101,"romance', 'drama', 'music'",IN',NA,tt3257794,6.2,693,1.149,6
tm305227,Daniel Sosa: Sosafado,MOVIE,2017,77,comedy',MX',NA,tt6502534,5.4,102,0.724,6.3
tm350116,B. A. Pass 2,MOVIE,2017,136,drama',IN',NA,tt8581230,2.2,483,3.448,7
tm361161,DreamWorks Home: For the Holidays,MOVIE,2017,45,"scifi', 'fantasy', 'animation', 'comedy', 'family'",GB',NA,tt7713204,4.8,149,5.629,5.2
tm349418,The Royal Hibiscus Hotel,MOVIE,2018,90,"comedy', 'romance'",NG',NA,tt7229730,5.4,290,2.636,4.4
tm450512,Pinky Memsaab,MOVIE,2018,124,"drama', 'family'",PK',NA,tt8529070,6.3,527,0.632,9.2
tm415245,Crossroads: One Two Jaga,MOVIE,2018,80,"crime', 'drama'",MY',NA,tt6603812,6.5,640,0.937,6.3
tm479933,Project Papa,MOVIE,2018,97,drama',XX',NA,tt7243756,6.3,35,1.433,NA
tm345960,Alan Saldaña: mi vida de pobre,MOVIE,2017,53,comedy',MX',NA,tt7183082,6.3,71,0.961,6.5
tm417488,Mama's Boy,MOVIE,2018,104,comedy',EG',NA,tt8665900,6.1,1020,2.255,6.1
tm1073433,Shiva: The Secret World Of Vedas City,MOVIE,2017,78,,,NA,,NA,NA,1.4,NA
tm370781,Natalia Valdebenito: El especial,MOVIE,2018,76,comedy',CL',NA,tt7663776,5,84,1.031,7.3
tm362878,Dilan 1990,MOVIE,2018,109,"drama', 'romance'",ID',NA,tt7843946,7,3332,4.878,7.5
tm358370,Love and Shukla,MOVIE,2017,117,"romance', 'comedy', 'drama'",IN',NA,tt7647198,7.3,960,1.695,8.2
tm369453,Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,57,comedy',MX',NA,tt7607492,6.7,81,1.4,6.2
tm815509,Mrs. Miracle Animals: An Squirrel's Princess Bride,MOVIE,2017,28,"comedy', 'fantasy', 'animation', 'family'",,NA,tt10485928,4.7,98,1.005,2
tm358188,Alexis de Anda: Mea Culpa,MOVIE,2017,54,comedy',MX',NA,tt7587068,4.9,101,0.728,4.3
tm442805,My Travel Buddy 2,MOVIE,2018,111,"family', 'comedy'",TR',NA,tt8748256,5.8,3256,3.506,6
tm307383,Ghost Hunting,MOVIE,2017,94,"documentation', 'european'","FR', 'PS', 'CH', 'QA'",NA,tt6568868,7.1,222,1.897,6.3
tm478701,Lara and the Beat,MOVIE,2018,137,"drama', 'music', 'romance'",NG',NA,tt7819668,5.8,149,1.796,NA
tm414746,Carlos Ballarta: furia ñera,MOVIE,2018,62,comedy',MX',NA,tt7607318,7.2,213,4.29,7.2
tm324753,Marco Luque - We are together,MOVIE,2017,73,comedy',BR',NA,tt6852616,4.3,77,2.509,5.2
tm314138,Felipe Neto: My Life Makes No Sense,MOVIE,2017,90,"comedy', 'documentation'",BR',NA,tt6690322,4.4,247,1.533,6.6
ts81828,True: Wonderful Wishes,SHOW,2018,24,animation',US',1,,NA,NA,1.96,NA
tm429383,Yoo Byung Jae: Discomfort Zone,MOVIE,2018,54,comedy',KR',NA,,NA,NA,0.819,6.4
ts55735,The Perfect Match,SHOW,2017,44,"drama', 'comedy'",TW',1,,NA,NA,2.723,7.4
tm244473,Blessed Benefit,MOVIE,2017,83,"drama', 'comedy', 'european'","NL', 'JO', 'DE'",NA,tt5161784,6.6,671,2.286,6.3
tm478654,Salam - The First ****** Nobel Laureate,MOVIE,2018,75,documentation',US',NA,tt7904606,7.8,418,1.672,7.3
ts80859,Here to Heart,SHOW,2018,45,"drama', 'romance'",CN',1,tt8791742,7.5,225,3.082,8.2
tm460198,Catch.er,MOVIE,2017,81,"crime', 'drama'",NG',NA,tt8607728,4.5,30,1.4,6
tm369210,Ricardo Quevedo: Hay gente así,MOVIE,2018,58,comedy',CO',NA,tt7607450,6.3,105,1.258,7
tm404569,Shubh Aarambh,MOVIE,2017,126,"comedy', 'drama', 'family'",IN',NA,tt6949882,6.7,124,1.676,6
tm321563,A Drowning Man,MOVIE,2017,15,drama',"GB', 'DK', 'GR'",NA,,NA,NA,1.039,5.6
tm367613,Mr. Chandramouli,MOVIE,2018,122,"romance', 'comedy', 'sport'",IN',NA,tt7486356,5.1,236,1.062,4.7
tm350945,Posesif,MOVIE,2017,102,"drama', 'comedy', 'romance'",ID',NA,tt7541708,7.4,920,4.901,7.8
tm478967,Until Midnight,MOVIE,2018,78,"thriller', 'drama'",AE',NA,tt7741602,6.9,717,1.253,NA
tm438250,"I, Potro",MOVIE,2018,50,"comedy', 'sport'","MX', 'AR'",NA,tt9154584,6.2,498,4.494,5.9
tm369456,Fakkah Fuzz: Almost Banned,MOVIE,2018,60,comedy',XX',NA,tt8507516,4.2,57,1.806,4.5
tm368284,Arango y Sanint: Ríase el show,MOVIE,2018,62,comedy',CO',NA,tt7606464,4,42,1.218,4
tm376709,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,77,comedy',"US', 'CL', 'MX'",NA,tt7607260,4.8,71,1.061,6
tm316923,Kartini: Princess of Java,MOVIE,2017,118,"drama', 'family', 'history', 'european'",ID',NA,tt5882416,7.6,511,2.116,8.1
tm1073233,Motu Patlu in the City of Gold,MOVIE,2018,77,,,NA,,NA,NA,2.089,NA
tm375836,Adel Karam: Live from Beirut,MOVIE,2018,59,comedy',LB',NA,tt8081748,5.3,150,0.84,7
tm480647,Ayana,MOVIE,2017,128,"drama', 'documentation'",KG',NA,tt6891660,7.1,127,0.6,NA
tm450769,Nathicharami,MOVIE,2018,116,drama',IN',NA,tt9084890,7.1,320,1.623,7.2
tm362737,Facing Mecca,MOVIE,2017,25,drama',CH',NA,,NA,NA,1.608,5.6
ts81827,True: Magical Friends,SHOW,2018,24,animation',US',1,,NA,NA,0.675,10
tm452767,Next Enti?,MOVIE,2018,157,"comedy', 'drama', 'romance'",XX',NA,tt6972212,4.5,163,1.344,3.8
tm430666,Hantu Kak Limah,MOVIE,2018,111,"horror', 'comedy'",MY',NA,tt8757960,5.6,678,2.125,6.9
tm369079,Todd Glass: Act Happy,MOVIE,2018,62,comedy',US',NA,tt7752142,5.1,368,2.254,5.7
tm416134,Fernando Sanjiao: Hombre,MOVIE,2018,63,comedy',AR',NA,tt7607332,6.3,57,1.219,6.5
tm404828,Yoo Byung Jae: Too Much Information,MOVIE,2018,63,comedy',KR',NA,tt8140738,5.3,53,0.6,6.3
tm321035,Mawlana,MOVIE,2017,130,"thriller', 'drama'",EG',NA,tt6127024,6.9,864,1.577,6.4
tm441915,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,26,"animation', 'family', 'comedy', 'fantasy'",US',NA,tt9233904,5.3,95,1.648,2
tm361633,Potato Potahto,MOVIE,2017,104,comedy',GH',NA,tt6950250,4.1,212,1.829,2.8
